EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
1834,28,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,3,1,3,3,3,4,3591,false,false,0,3
1835,38,35-44,Female,Sales,Sales Representative,Travel_Rarely,Married,3-5  Years,2,1,4,2,1,2,4,5405,true,false,0,4
1836,26,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,3,3,4,3,1,3,3,4684,false,false,0,5
1837,58,55+, Male,Research & Development,Research Director,Travel_Frequently,Married,1-3 Years,2,3,3,1,2,3,3,15787,true,false,0,2
1839,18,<25,Female,Research & Development,Research Scientist,Non-Travel,Single,<1Year,0,3,3,2,3,1,3,1514,false,false,0,0
1842,31,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,0,4,1,4,3,3,3,2956,false,true,1,1
1844,29,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,1-3 Years,2,2,1,1,4,3,3,2335,true,true,1,2
1845,45,45-54,Female,Sales,Sales Executive,Non-Travel,Married,5-10 Years,7,3,3,3,2,4,4,5154,false,false,0,8
1847,36,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,3,2,4,4,3,4,6962,true,false,0,1
1849,43,35-44, Male,Sales,Sales Executive,Travel_Frequently,Married,5-10 Years,7,3,4,1,3,3,4,5675,false,false,0,7
1850,27,25-34,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,5-10 Years,4,3,4,4,3,2,3,2379,true,false,0,5
1852,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,10+ Years,8,3,4,4,2,4,3,3812,false,false,0,11
1853,32,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,<1Year,0,3,4,4,3,4,3,4648,false,false,0,0
1854,42,35-44, Male,Research & Development,Research Scientist,Non-Travel,Married,5-10 Years,3,3,3,3,2,2,4,2936,false,false,0,6
1856,47,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,2,3,3,2,3,3,3,2105,false,false,0,2
1857,46,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,8,3,4,4,3,2,3,8578,false,false,0,9
1858,28,25-34, Male,Human Resources,Human Resources,Non-Travel,Divorced,3-5  Years,2,3,4,3,2,3,3,2706,false,false,0,3
1859,29,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,0,1,3,4,4,3,3,6384,false,false,0,7
1860,42,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,<1Year,0,3,3,4,4,3,3,3968,false,false,0,0
1862,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,2,2,2,3,3,2,3,9907,true,true,1,2
1863,46,45-54,Female,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,17,4,1,1,4,3,3,13225,false,false,0,19
1864,27,25-34,Female,Sales,Sales Representative,Travel_Rarely,Married,5-10 Years,8,2,3,2,4,3,4,3540,false,false,0,9
1865,29,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,0,2,2,4,4,3,3,2804,false,false,0,1
1866,43,35-44,Female,Research & Development,Manager,Travel_Rarely,Married,10+ Years,12,2,3,1,4,3,3,19392,false,false,0,16
1867,48,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,10,2,2,4,4,3,3,19665,false,false,0,22
1868,29,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Single,1-3 Years,0,2,4,4,2,2,4,2439,true,true,1,1
1869,46,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,2,3,3,3,4,7314,false,true,1,8
1870,27,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Married,5-10 Years,6,2,1,4,4,2,3,4774,false,false,0,7
1871,39,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,2,3,4,4,2,3,3,3902,false,false,0,2
1873,55,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,2,4,2,2,4,4,2662,false,false,0,5
1875,28,25-34,Female,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,0,3,2,2,4,3,3,2856,false,false,0,1
1876,30,25-34, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,0,3,4,2,3,2,3,1081,false,true,1,1
1878,22,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,3,2,4,1,3,4,2472,true,true,1,1
1880,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,9,2,3,2,1,3,3,5673,true,false,0,10
1881,31,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,10+ Years,8,3,3,2,1,3,3,4197,false,false,0,10
1882,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,3,3,4,3,4,3,3,9713,true,false,0,5
1883,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,3,1,4,2,3,3,2062,false,false,0,3
1885,37,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,3,1,4,3,3,4,4284,true,false,0,5
1886,35,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,2,2,2,4,4,3,3,4788,true,false,0,3
1888,45,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,8,2,4,2,4,2,3,5906,false,false,0,9
1890,36,35-44, Male,Human Resources,Human Resources,Travel_Frequently,Single,10+ Years,1,2,4,2,4,2,4,3886,false,false,0,10
1892,40,35-44, Male,Research & Development,Manager,Travel_Rarely,Divorced,10+ Years,7,3,1,1,1,3,3,16823,false,false,0,19
1893,26,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,2,3,2,3,2,3,2933,true,false,0,1
1898,27,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,4,3,1,2,2,3,6500,false,false,0,8
1900,48,45-54,Female,Research & Development,Manager,Travel_Frequently,Divorced,10+ Years,17,3,4,4,2,3,3,17174,false,false,0,22
1903,44,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,1-3 Years,0,4,1,2,4,3,3,5033,false,false,0,2
1905,34,25-34, Male,Research & Development,Research Scientist,Non-Travel,Married,5-10 Years,2,1,1,4,2,3,4,2307,true,true,1,5
1907,56,55+, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,3,4,1,4,3,3,2587,false,true,1,4
1908,36,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,2,2,3,3,1,3,5507,false,false,0,4
1909,41,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,2,3,3,3,4,4393,false,false,0,5
1911,42,35-44, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,7,3,1,3,2,4,3,13348,false,false,0,13
1912,31,25-34,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,2,3,4,3,4,3,3,6583,true,false,0,5
1915,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,2,4,4,3,2,3,8103,true,false,0,4
1916,31,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,2,4,3,1,2,2,3,3978,false,false,0,2
1918,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,5-10 Years,7,4,4,3,1,3,3,2544,false,false,0,7
1922,45,45-54, Male,Research & Development,Healthcare Representative,Travel_Frequently,Single,3-5  Years,2,3,3,2,3,3,3,5399,false,false,0,4
1924,33,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,4,3,3,2,2,2,3,5487,false,false,0,10
1927,28,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,5-10 Years,7,2,4,3,3,3,3,6834,true,false,0,7
1928,29,25-34, Male,Sales,Sales Representative,Travel_Frequently,Single,1-3 Years,0,4,1,3,4,3,3,1091,false,true,1,1
1929,39,35-44,Female,Sales,Sales Executive,Non-Travel,Married,3-5  Years,2,1,3,1,3,3,3,5736,false,false,0,3
1931,27,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,3,2,2,3,2,3,2226,false,false,0,5
1932,34,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Married,10+ Years,10,2,4,3,2,3,3,5747,true,false,0,15
1933,28,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,0,3,3,4,4,3,3,9854,true,true,1,2
1934,47,45-54, Male,Research & Development,Research Scientist,Non-Travel,Married,5-10 Years,7,3,2,3,3,4,3,5467,false,false,0,8
1935,56,55+,Female,Sales,Sales Executive,Travel_Rarely,Married,<1Year,0,2,1,4,3,3,3,5380,false,false,0,0
1936,39,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,0,3,1,1,4,3,4,5151,false,false,0,10
1937,38,35-44,Female,Research & Development,Research Scientist,Travel_Frequently,Divorced,10+ Years,11,2,2,4,3,3,3,2133,true,false,0,20
1938,58,55+,Female,Sales,Manager,Travel_Rarely,Married,1-3 Years,0,3,4,4,3,2,3,17875,true,false,0,1
1939,32,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,3-5  Years,1,4,3,1,1,3,3,2432,true,true,1,4
1940,38,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,2,3,4,2,4,4,3,4771,false,false,0,5
1941,49,45-54, Male,Research & Development,Research Director,Travel_Frequently,Married,5-10 Years,4,3,4,2,4,3,3,19161,false,false,0,5
1943,42,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,<1Year,0,3,4,2,3,3,3,5087,true,false,0,0
1944,27,25-34,Female,Human Resources,Human Resources,Travel_Frequently,Married,1-3 Years,0,2,2,1,1,3,3,2863,false,true,1,1
1945,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,3,3,1,2,4,1,3,5561,false,false,0,5
1947,28,25-34, Male,Research & Development,Research Scientist,Non-Travel,Single,5-10 Years,3,3,3,3,3,2,3,2144,false,false,0,5
1948,31,25-34, Male,Research & Development,Research Scientist,Non-Travel,Divorced,3-5  Years,2,3,1,3,4,4,3,3065,true,false,0,4
1949,36,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,4,4,2,1,2,3,4,2810,false,false,0,5
1950,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,8,3,4,1,1,2,4,9888,false,false,0,14
1951,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,3,3,4,3,2,3,8628,false,false,0,8
1952,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,7,3,1,3,4,2,3,2867,false,false,0,7
1954,29,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,3,3,1,1,1,2,3,5373,false,false,0,5
1955,32,25-34,Female,Research & Development,Healthcare Representative,Non-Travel,Divorced,5-10 Years,1,3,4,3,2,3,3,6667,false,false,0,5
1956,31,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Married,10+ Years,8,1,1,4,2,3,4,5003,false,false,0,10
1960,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,1,2,4,3,1,2,3,2367,false,true,1,4
1961,38,35-44, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,0,2,1,1,1,2,3,2858,false,false,0,1
1962,35,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,3,4,3,4,3,3,5204,true,false,0,10
1965,27,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,3,4,4,1,3,3,4105,false,false,0,7
1966,32,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,1-3 Years,0,2,4,4,2,3,4,9679,false,false,0,1
1967,31,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,7,3,4,1,3,3,3,5617,true,true,1,10
1968,53,45-54, Male,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,2,3,1,1,2,2,3,10448,true,true,1,2
1969,54,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,3,3,3,1,3,2,3,2897,false,false,0,4
1970,33,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,5-10 Years,7,3,3,4,3,3,4,5968,false,false,0,9
1971,43,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,9,3,3,1,2,3,3,7510,false,false,0,10
1972,38,35-44, Male,Human Resources,Human Resources,Travel_Frequently,Married,5-10 Years,2,3,2,4,2,3,3,2991,true,false,0,6
1973,55,55+, Male,Human Resources,Manager,Travel_Rarely,Married,10+ Years,9,4,2,3,1,3,3,19636,true,false,0,10
1974,31,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,0,1,4,4,3,3,3,1129,true,false,0,1
1975,39,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,8,3,1,2,1,3,3,13341,false,false,0,20
1976,42,35-44, Male,Research & Development,Research Scientist,Non-Travel,Single,10+ Years,9,2,3,4,4,3,3,4332,false,false,0,20
1979,31,25-34,Female,Research & Development,Research Director,Non-Travel,Married,10+ Years,7,3,3,3,3,4,4,11031,false,false,0,11
1980,54,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,2,3,1,3,4,3,3,4440,true,false,0,5
1981,24,<25, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,3-5  Years,3,2,3,2,2,2,3,4617,false,false,0,4
1982,23,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,2,3,4,4,3,4,3,2647,false,false,0,5
1985,40,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Married,10+ Years,9,3,3,4,1,4,3,6323,false,false,0,10
1986,40,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,3,2,2,3,3,3,5677,false,false,0,11
1987,25,25-34,Female,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,0,3,2,3,3,3,3,2187,false,false,0,2
1989,30,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,8,3,2,4,3,2,3,3748,false,false,0,12
1992,25,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,2,3,3,4,3,2,3,3977,true,false,0,2
1993,47,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,14,3,3,1,2,3,4,8633,false,false,0,17
1994,33,25-34, Male,Research & Development,Laboratory Technician,Non-Travel,Divorced,1-3 Years,1,2,3,2,3,2,3,2008,false,false,0,1
1995,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,13,3,2,4,1,3,3,4440,false,false,0,15
1996,31,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,2,3,3,1,3,3,3,3067,false,false,0,2
1997,38,35-44, Male,Research & Development,Manufacturing Director,Travel_Frequently,Married,5-10 Years,3,2,3,1,4,3,3,5321,false,false,0,8
1998,42,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,3,3,1,4,3,2,3,5410,true,false,0,4
1999,41,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,3,4,4,1,3,4,2782,false,false,0,5
2000,47,45-54,Female,Research & Development,Research Director,Non-Travel,Married,10+ Years,8,3,2,3,1,1,3,11957,false,false,0,13
2003,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,2,3,3,4,3,3,3,2660,true,false,0,2
2007,22,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,3,3,4,4,4,3,3375,false,false,0,3
2008,35,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,10+ Years,7,3,3,2,2,3,3,5098,false,false,0,10
2009,33,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,3,4,2,1,3,3,4878,true,false,0,9
2010,32,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,2,2,2,3,3,3,3,2837,false,false,0,6
2012,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,3,4,1,3,2,3,2406,false,false,0,1
2013,32,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,2,2,2,2,2,3,3,2269,false,false,0,2
2014,39,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,7,3,4,1,1,3,3,4108,false,false,0,7
2015,38,35-44,Female,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,16,1,3,2,1,3,3,13206,false,false,0,18
2016,32,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,10,3,4,3,3,3,3,10422,false,false,0,14
2017,37,35-44,Female,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,11,4,4,3,1,3,4,13744,true,false,0,16
2018,25,25-34,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,3,3,3,1,2,2,4,4907,true,false,0,5
2019,52,45-54, Male,Sales,Sales Representative,Non-Travel,Divorced,5-10 Years,8,3,4,1,2,2,3,3482,false,false,0,9
2020,44,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,3,3,4,2,3,3,3,2436,true,false,0,4
2021,21,<25, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,2,3,1,3,4,3,3,2380,true,false,0,2
2022,39,35-44, Male,Research & Development,Manager,Non-Travel,Single,5-10 Years,0,3,4,4,3,2,3,19431,false,false,0,6
2023,23,<25, Male,Sales,Sales Representative,Travel_Frequently,Married,1-3 Years,0,3,1,4,1,2,3,1790,false,true,1,1
2024,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,2,4,1,3,3,3,7644,false,false,0,9
2025,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,3-5  Years,2,3,2,4,2,3,3,5131,false,false,0,4
2026,56,55+, Male,Research & Development,Healthcare Representative,Non-Travel,Divorced,10+ Years,12,3,3,3,1,2,4,6306,false,false,0,13
2027,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,2,3,4,1,2,4,3,4787,true,true,1,2
2031,42,35-44, Male,Research & Development,Manager,Travel_Rarely,Married,10+ Years,6,3,3,1,1,2,3,18880,false,false,0,22
2032,56,55+, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,9,3,3,4,4,1,3,2339,false,true,1,10
2034,41,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,7,2,2,1,3,3,4,13570,false,false,0,20
2035,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,2,3,4,4,3,4,6712,false,false,0,8
2036,36,35-44, Male,Sales,Sales Executive,Non-Travel,Divorced,10+ Years,12,1,4,4,1,2,4,5406,false,false,0,15
2037,41,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,4,2,2,3,3,3,3,8938,false,false,0,5
2038,32,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,3,1,4,4,3,3,2439,false,false,0,4
2040,35,35-44,Female,Human Resources,Human Resources,Travel_Rarely,Single,5-10 Years,0,3,4,3,3,3,3,8837,true,false,0,9
2041,38,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,7,3,4,1,3,3,3,5343,false,false,0,10
2044,50,45-54, Male,Sales,Sales Executive,Travel_Frequently,Divorced,5-10 Years,3,3,3,2,4,3,3,6728,false,true,1,6
2045,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,3,2,4,2,1,2,3,6652,false,false,0,6
2046,45,45-54,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,3,3,3,4,3,3,3,4850,false,false,0,5
2048,40,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,2,3,3,4,3,3,2809,false,false,0,2
2049,35,35-44, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,10+ Years,2,3,3,3,4,4,3,5689,true,false,0,10
2051,40,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,3,3,3,2,3,3,2001,false,false,0,5
2052,35,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,3,1,4,3,4,3,3,2977,false,false,0,4
2053,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,3,2,2,4,1,3,3,4025,true,false,0,4
2054,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,4,2,1,4,2,1,3,3785,false,false,0,5
2055,50,45-54, Male,Sales,Sales Executive,Travel_Rarely,Divorced,3-5  Years,2,2,1,4,2,3,3,10854,true,true,1,3
2056,39,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,9,2,4,2,1,2,3,12031,false,false,0,20
2057,31,25-34, Male,Research & Development,Manufacturing Director,Non-Travel,Single,5-10 Years,4,3,1,2,2,3,3,9936,false,false,0,9
2060,26,25-34,Female,Sales,Sales Representative,Travel_Rarely,Single,3-5  Years,2,2,3,4,4,3,3,2966,false,false,0,4
2061,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,5-10 Years,2,4,4,3,3,3,3,2571,false,false,0,5
2062,39,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,2,1,4,1,3,3,9991,false,false,0,7
2064,27,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,2,4,2,2,2,3,4,6142,true,false,0,6
